task_id,household_id,device_id,energy_kwh,duration_min,start_time,end_time,earliest_start,latest_end,max_delay_min,comfort_class
washing_machine_168,retired_couple,washing_machine,0.55,66,2024-03-01 15:40:00,2024-03-01 16:46:00,2024-03-01 15:40:00,2024-03-01 22:46:00,360,low
dryer_169,retired_couple,dryer,2.6,52,2024-03-01 20:00:00,2024-03-01 20:52:00,2024-03-01 20:00:00,2024-03-02 02:52:00,360,low
dishwasher_170,retired_couple,dishwasher,1.8,90,2024-03-02 13:50:00,2024-03-02 15:20:00,2024-03-02 13:50:00,2024-03-03 03:20:00,720,low
electric_stove_171,retired_couple,electric_stove,1.2,30,2024-03-02 18:20:00,2024-03-02 18:50:00,2024-03-02 18:20:00,2024-03-02 18:50:00,0,none
electric_stove_172,retired_couple,electric_stove,1.0,25,2024-03-04 08:40:00,2024-03-04 09:05:00,2024-03-04 08:40:00,2024-03-04 09:05:00,0,none
washing_machine_173,retired_couple,washing_machine,0.5667,68,2024-03-04 15:40:00,2024-03-04 16:48:00,2024-03-04 15:40:00,2024-03-04 22:48:00,360,low
dryer_174,retired_couple,dryer,3.05,61,2024-03-04 18:10:00,2024-03-04 19:11:00,2024-03-04 18:10:00,2024-03-05 01:11:00,360,low
electric_stove_175,retired_couple,electric_stove,1.04,26,2024-03-04 18:30:00,2024-03-04 18:56:00,2024-03-04 18:30:00,2024-03-04 18:56:00,0,none
electric_stove_176,retired_couple,electric_stove,0.96,24,2024-03-04 20:00:00,2024-03-04 20:24:00,2024-03-04 20:00:00,2024-03-04 20:24:00,0,none
dishwasher_177,retired_couple,dishwasher,1.92,96,2024-03-04 20:00:00,2024-03-04 21:36:00,2024-03-04 20:00:00,2024-03-05 09:36:00,720,low
electric_stove_178,retired_couple,electric_stove,0.92,23,2024-03-05 12:30:00,2024-03-05 12:53:00,2024-03-05 12:30:00,2024-03-05 12:53:00,0,none
electric_stove_179,retired_couple,electric_stove,1.0,25,2024-03-05 17:30:00,2024-03-05 17:55:00,2024-03-05 17:30:00,2024-03-05 17:55:00,0,none
dishwasher_180,retired_couple,dishwasher,1.62,81,2024-03-06 12:00:00,2024-03-06 13:21:00,2024-03-06 12:00:00,2024-03-07 01:21:00,720,low
washing_machine_181,retired_couple,washing_machine,0.5333,64,2024-03-06 13:50:00,2024-03-06 14:54:00,2024-03-06 13:50:00,2024-03-06 20:54:00,360,low
dryer_182,retired_couple,dryer,2.9,58,2024-03-06 18:30:00,2024-03-06 19:28:00,2024-03-06 18:30:00,2024-03-07 01:28:00,360,low
vacuum_cleaner_183,retired_couple,vacuum_cleaner,0.4,20,2024-03-07 09:40:00,2024-03-07 10:00:00,2024-03-07 09:40:00,2024-03-07 10:00:00,0,none
washing_machine_184,retired_couple,washing_machine,0.45,54,2024-03-07 14:50:00,2024-03-07 15:44:00,2024-03-07 14:50:00,2024-03-07 21:44:00,360,low
electric_stove_185,retired_couple,electric_stove,1.08,27,2024-03-07 17:20:00,2024-03-07 17:47:00,2024-03-07 17:20:00,2024-03-07 17:47:00,0,none
dryer_186,retired_couple,dryer,2.2,44,2024-03-07 17:40:00,2024-03-07 18:24:00,2024-03-07 17:40:00,2024-03-08 00:24:00,360,low
electric_stove_187,retired_couple,electric_stove,0.76,19,2024-03-07 20:00:00,2024-03-07 20:19:00,2024-03-07 20:00:00,2024-03-07 20:19:00,0,none
vacuum_cleaner_188,retired_couple,vacuum_cleaner,0.5,25,2024-03-08 11:40:00,2024-03-08 12:05:00,2024-03-08 11:40:00,2024-03-08 12:05:00,0,none
dishwasher_189,retired_couple,dishwasher,1.98,99,2024-03-08 12:50:00,2024-03-08 14:29:00,2024-03-08 12:50:00,2024-03-09 02:29:00,720,low
electric_stove_190,retired_couple,electric_stove,1.04,26,2024-03-08 18:30:00,2024-03-08 18:56:00,2024-03-08 18:30:00,2024-03-08 18:56:00,0,none
washing_machine_191,retired_couple,washing_machine,0.5417,65,2024-03-09 11:40:00,2024-03-09 12:45:00,2024-03-09 11:40:00,2024-03-09 18:45:00,360,low
dryer_192,retired_couple,dryer,2.5,50,2024-03-09 16:10:00,2024-03-09 17:00:00,2024-03-09 16:10:00,2024-03-09 23:00:00,360,low
dishwasher_193,retired_couple,dishwasher,2.1,105,2024-03-09 20:00:00,2024-03-09 21:45:00,2024-03-09 20:00:00,2024-03-10 09:45:00,720,low
electric_stove_194,retired_couple,electric_stove,0.96,24,2024-03-10 08:30:00,2024-03-10 08:54:00,2024-03-10 08:30:00,2024-03-10 08:54:00,0,none
electric_stove_195,retired_couple,electric_stove,1.04,26,2024-03-10 18:10:00,2024-03-10 18:36:00,2024-03-10 18:10:00,2024-03-10 18:36:00,0,none
electric_stove_196,retired_couple,electric_stove,1.0,25,2024-03-11 17:50:00,2024-03-11 18:15:00,2024-03-11 17:50:00,2024-03-11 18:15:00,0,none
electric_stove_197,retired_couple,electric_stove,0.92,23,2024-03-11 19:40:00,2024-03-11 20:03:00,2024-03-11 19:40:00,2024-03-11 20:03:00,0,none
electric_stove_198,retired_couple,electric_stove,1.0,25,2024-03-11 22:40:00,2024-03-11 23:05:00,2024-03-11 22:40:00,2024-03-11 23:05:00,0,none
electric_stove_199,retired_couple,electric_stove,1.04,26,2024-03-12 08:10:00,2024-03-12 08:36:00,2024-03-12 08:10:00,2024-03-12 08:36:00,0,none
electric_stove_200,retired_couple,electric_stove,0.88,22,2024-03-12 12:20:00,2024-03-12 12:42:00,2024-03-12 12:20:00,2024-03-12 12:42:00,0,none
electric_stove_201,retired_couple,electric_stove,1.0,25,2024-03-13 08:10:00,2024-03-13 08:35:00,2024-03-13 08:10:00,2024-03-13 08:35:00,0,none
dishwasher_202,retired_couple,dishwasher,1.74,87,2024-03-13 13:20:00,2024-03-13 14:47:00,2024-03-13 13:20:00,2024-03-14 02:47:00,720,low
washing_machine_203,retired_couple,washing_machine,0.5,60,2024-03-13 15:40:00,2024-03-13 16:40:00,2024-03-13 15:40:00,2024-03-13 22:40:00,360,low
dryer_204,retired_couple,dryer,2.65,53,2024-03-13 16:50:00,2024-03-13 17:43:00,2024-03-13 16:50:00,2024-03-13 23:43:00,360,low
washing_machine_205,retired_couple,washing_machine,0.4833,58,2024-03-13 22:10:00,2024-03-13 23:08:00,2024-03-13 22:10:00,2024-03-14 05:08:00,360,low
dryer_206,retired_couple,dryer,2.6,52,2024-03-13 23:30:00,2024-03-14 00:22:00,2024-03-13 23:30:00,2024-03-14 06:22:00,360,low
vacuum_cleaner_207,retired_couple,vacuum_cleaner,0.4,20,2024-03-14 11:20:00,2024-03-14 11:40:00,2024-03-14 11:20:00,2024-03-14 11:40:00,0,none
electric_stove_208,retired_couple,electric_stove,1.08,27,2024-03-14 17:10:00,2024-03-14 17:37:00,2024-03-14 17:10:00,2024-03-14 17:37:00,0,none
electric_stove_209,retired_couple,electric_stove,0.96,24,2024-03-15 08:50:00,2024-03-15 09:14:00,2024-03-15 08:50:00,2024-03-15 09:14:00,0,none
electric_stove_210,retired_couple,electric_stove,1.2,30,2024-03-15 17:00:00,2024-03-15 17:30:00,2024-03-15 17:00:00,2024-03-15 17:30:00,0,none
electric_stove_211,retired_couple,electric_stove,1.08,27,2024-03-15 18:40:00,2024-03-15 19:07:00,2024-03-15 18:40:00,2024-03-15 19:07:00,0,none
electric_stove_212,retired_couple,electric_stove,1.04,26,2024-03-16 17:20:00,2024-03-16 17:46:00,2024-03-16 17:20:00,2024-03-16 17:46:00,0,none
electric_stove_213,retired_couple,electric_stove,0.88,22,2024-03-16 20:10:00,2024-03-16 20:32:00,2024-03-16 20:10:00,2024-03-16 20:32:00,0,none
electric_stove_214,retired_couple,electric_stove,1.16,29,2024-03-17 08:40:00,2024-03-17 09:09:00,2024-03-17 08:40:00,2024-03-17 09:09:00,0,none
electric_stove_215,retired_couple,electric_stove,0.92,23,2024-03-17 12:50:00,2024-03-17 13:13:00,2024-03-17 12:50:00,2024-03-17 13:13:00,0,none
electric_stove_216,retired_couple,electric_stove,1.0,25,2024-03-17 18:50:00,2024-03-17 19:15:00,2024-03-17 18:50:00,2024-03-17 19:15:00,0,none
washing_machine_217,retired_couple,washing_machine,0.4583,55,2024-03-19 13:00:00,2024-03-19 13:55:00,2024-03-19 13:00:00,2024-03-19 19:55:00,360,low
dryer_218,retired_couple,dryer,2.0,40,2024-03-19 15:30:00,2024-03-19 16:10:00,2024-03-19 15:30:00,2024-03-19 22:10:00,360,low
vacuum_cleaner_219,retired_couple,vacuum_cleaner,0.48,24,2024-03-20 10:10:00,2024-03-20 10:34:00,2024-03-20 10:10:00,2024-03-20 10:34:00,0,none
washing_machine_220,retired_couple,washing_machine,0.5333,64,2024-03-20 10:50:00,2024-03-20 11:54:00,2024-03-20 10:50:00,2024-03-20 17:54:00,360,low
dishwasher_221,retired_couple,dishwasher,1.86,93,2024-03-20 13:30:00,2024-03-20 15:03:00,2024-03-20 13:30:00,2024-03-21 03:03:00,720,low
dryer_222,retired_couple,dryer,2.35,47,2024-03-20 15:20:00,2024-03-20 16:07:00,2024-03-20 15:20:00,2024-03-20 22:07:00,360,low
electric_stove_223,retired_couple,electric_stove,0.88,22,2024-03-20 18:50:00,2024-03-20 19:12:00,2024-03-20 18:50:00,2024-03-20 19:12:00,0,none
electric_stove_224,retired_couple,electric_stove,0.84,21,2024-03-20 23:50:00,2024-03-21 00:11:00,2024-03-20 23:50:00,2024-03-21 00:11:00,0,none
dishwasher_225,retired_couple,dishwasher,1.48,74,2024-03-21 20:30:00,2024-03-21 21:44:00,2024-03-21 20:30:00,2024-03-22 09:44:00,720,low
electric_stove_226,retired_couple,electric_stove,1.0,25,2024-03-22 08:00:00,2024-03-22 08:25:00,2024-03-22 08:00:00,2024-03-22 08:25:00,0,none
electric_stove_227,retired_couple,electric_stove,0.96,24,2024-03-22 12:00:00,2024-03-22 12:24:00,2024-03-22 12:00:00,2024-03-22 12:24:00,0,none
dishwasher_228,retired_couple,dishwasher,1.78,89,2024-03-22 20:00:00,2024-03-22 21:29:00,2024-03-22 20:00:00,2024-03-23 09:29:00,720,low
washing_machine_229,retired_couple,washing_machine,0.4,48,2024-03-23 11:30:00,2024-03-23 12:18:00,2024-03-23 11:30:00,2024-03-23 18:18:00,360,low
electric_stove_230,retired_couple,electric_stove,0.96,24,2024-03-23 12:00:00,2024-03-23 12:24:00,2024-03-23 12:00:00,2024-03-23 12:24:00,0,none
dishwasher_231,retired_couple,dishwasher,1.78,89,2024-03-23 13:40:00,2024-03-23 15:09:00,2024-03-23 13:40:00,2024-03-24 03:09:00,720,low
electric_stove_232,retired_couple,electric_stove,1.12,28,2024-03-23 17:20:00,2024-03-23 17:48:00,2024-03-23 17:20:00,2024-03-23 17:48:00,0,none
electric_stove_233,retired_couple,electric_stove,0.96,24,2024-03-23 18:50:00,2024-03-23 19:14:00,2024-03-23 18:50:00,2024-03-23 19:14:00,0,none
electric_stove_234,retired_couple,electric_stove,1.0,25,2024-03-24 12:10:00,2024-03-24 12:35:00,2024-03-24 12:10:00,2024-03-24 12:35:00,0,none
electric_stove_235,retired_couple,electric_stove,1.04,26,2024-03-25 12:10:00,2024-03-25 12:36:00,2024-03-25 12:10:00,2024-03-25 12:36:00,0,none
electric_stove_236,retired_couple,electric_stove,0.8,20,2024-03-26 08:40:00,2024-03-26 09:00:00,2024-03-26 08:40:00,2024-03-26 09:00:00,0,none
vacuum_cleaner_237,retired_couple,vacuum_cleaner,0.46,23,2024-03-26 09:10:00,2024-03-26 09:33:00,2024-03-26 09:10:00,2024-03-26 09:33:00,0,none
washing_machine_238,retired_couple,washing_machine,0.475,57,2024-03-26 15:20:00,2024-03-26 16:17:00,2024-03-26 15:20:00,2024-03-26 22:17:00,360,low
electric_stove_239,retired_couple,electric_stove,1.2,30,2024-03-26 18:40:00,2024-03-26 19:10:00,2024-03-26 18:40:00,2024-03-26 19:10:00,0,none
dryer_240,retired_couple,dryer,2.3,46,2024-03-26 19:00:00,2024-03-26 19:46:00,2024-03-26 19:00:00,2024-03-27 01:46:00,360,low
electric_stove_241,retired_couple,electric_stove,0.88,22,2024-03-27 17:40:00,2024-03-27 18:02:00,2024-03-27 17:40:00,2024-03-27 18:02:00,0,none
electric_stove_242,retired_couple,electric_stove,0.92,23,2024-03-27 19:50:00,2024-03-27 20:13:00,2024-03-27 19:50:00,2024-03-27 20:13:00,0,none
electric_stove_243,retired_couple,electric_stove,0.96,24,2024-03-27 23:20:00,2024-03-27 23:44:00,2024-03-27 23:20:00,2024-03-27 23:44:00,0,none
electric_stove_244,retired_couple,electric_stove,0.88,22,2024-03-28 08:50:00,2024-03-28 09:12:00,2024-03-28 08:50:00,2024-03-28 09:12:00,0,none
vacuum_cleaner_245,retired_couple,vacuum_cleaner,0.42,21,2024-03-28 09:20:00,2024-03-28 09:41:00,2024-03-28 09:20:00,2024-03-28 09:41:00,0,none
electric_stove_246,retired_couple,electric_stove,0.84,21,2024-03-28 17:10:00,2024-03-28 17:31:00,2024-03-28 17:10:00,2024-03-28 17:31:00,0,none
electric_stove_247,retired_couple,electric_stove,1.12,28,2024-03-28 18:40:00,2024-03-28 19:08:00,2024-03-28 18:40:00,2024-03-28 19:08:00,0,none
electric_stove_248,retired_couple,electric_stove,1.04,26,2024-03-29 08:20:00,2024-03-29 08:46:00,2024-03-29 08:20:00,2024-03-29 08:46:00,0,none
washing_machine_249,retired_couple,washing_machine,0.5083,61,2024-03-29 11:20:00,2024-03-29 12:21:00,2024-03-29 11:20:00,2024-03-29 18:21:00,360,low
electric_stove_250,retired_couple,electric_stove,1.04,26,2024-03-29 18:00:00,2024-03-29 18:26:00,2024-03-29 18:00:00,2024-03-29 18:26:00,0,none
dishwasher_251,retired_couple,dishwasher,1.78,89,2024-03-29 19:20:00,2024-03-29 20:49:00,2024-03-29 19:20:00,2024-03-30 08:49:00,720,low
electric_stove_252,retired_couple,electric_stove,0.96,24,2024-03-29 21:30:00,2024-03-29 21:54:00,2024-03-29 21:30:00,2024-03-29 21:54:00,0,none
washing_machine_253,retired_couple,washing_machine,0.5417,65,2024-03-30 09:00:00,2024-03-30 10:05:00,2024-03-30 09:00:00,2024-03-30 16:05:00,360,low
dryer_254,retired_couple,dryer,2.3,46,2024-03-30 12:00:00,2024-03-30 12:46:00,2024-03-30 12:00:00,2024-03-30 18:46:00,360,low
electric_stove_255,retired_couple,electric_stove,1.0,25,2024-03-31 08:10:00,2024-03-31 08:35:00,2024-03-31 08:10:00,2024-03-31 08:35:00,0,none
electric_stove_256,retired_couple,electric_stove,1.04,26,2024-04-01 08:50:00,2024-04-01 09:16:00,2024-04-01 08:50:00,2024-04-01 09:16:00,0,none
dishwasher_257,retired_couple,dishwasher,1.78,89,2024-04-01 19:50:00,2024-04-01 21:19:00,2024-04-01 19:50:00,2024-04-02 09:19:00,720,low
vacuum_cleaner_258,retired_couple,vacuum_cleaner,0.44,22,2024-04-02 09:00:00,2024-04-02 09:22:00,2024-04-02 09:00:00,2024-04-02 09:22:00,0,none
electric_stove_259,retired_couple,electric_stove,0.96,24,2024-04-02 12:00:00,2024-04-02 12:24:00,2024-04-02 12:00:00,2024-04-02 12:24:00,0,none
dishwasher_260,retired_couple,dishwasher,1.86,93,2024-04-02 19:40:00,2024-04-02 21:13:00,2024-04-02 19:40:00,2024-04-03 09:13:00,720,low
vacuum_cleaner_261,retired_couple,vacuum_cleaner,0.52,26,2024-04-03 09:30:00,2024-04-03 09:56:00,2024-04-03 09:30:00,2024-04-03 09:56:00,0,none
washing_machine_262,retired_couple,washing_machine,0.4583,55,2024-04-03 14:40:00,2024-04-03 15:35:00,2024-04-03 14:40:00,2024-04-03 21:35:00,360,low
dryer_263,retired_couple,dryer,2.35,47,2024-04-03 17:20:00,2024-04-03 18:07:00,2024-04-03 17:20:00,2024-04-04 00:07:00,360,low
electric_stove_264,retired_couple,electric_stove,0.96,24,2024-04-03 18:50:00,2024-04-03 19:14:00,2024-04-03 18:50:00,2024-04-03 19:14:00,0,none
electric_stove_265,retired_couple,electric_stove,0.88,22,2024-04-03 21:30:00,2024-04-03 21:52:00,2024-04-03 21:30:00,2024-04-03 21:52:00,0,none
electric_stove_266,retired_couple,electric_stove,1.04,26,2024-04-03 23:40:00,2024-04-04 00:06:00,2024-04-03 23:40:00,2024-04-04 00:06:00,0,none
electric_stove_267,retired_couple,electric_stove,0.92,23,2024-04-04 17:30:00,2024-04-04 17:53:00,2024-04-04 17:30:00,2024-04-04 17:53:00,0,none
electric_stove_268,retired_couple,electric_stove,0.84,21,2024-04-04 18:50:00,2024-04-04 19:11:00,2024-04-04 18:50:00,2024-04-04 19:11:00,0,none
electric_stove_269,retired_couple,electric_stove,1.0,25,2024-04-05 08:00:00,2024-04-05 08:25:00,2024-04-05 08:00:00,2024-04-05 08:25:00,0,none
washing_machine_270,retired_couple,washing_machine,0.525,63,2024-04-06 10:50:00,2024-04-06 11:53:00,2024-04-06 10:50:00,2024-04-06 17:53:00,360,low
electric_stove_271,retired_couple,electric_stove,1.16,29,2024-04-06 12:30:00,2024-04-06 12:59:00,2024-04-06 12:30:00,2024-04-06 12:59:00,0,none
dryer_272,retired_couple,dryer,2.45,49,2024-04-06 13:40:00,2024-04-06 14:29:00,2024-04-06 13:40:00,2024-04-06 20:29:00,360,low
electric_stove_273,retired_couple,electric_stove,1.0,25,2024-04-06 17:10:00,2024-04-06 17:35:00,2024-04-06 17:10:00,2024-04-06 17:35:00,0,none
electric_stove_274,retired_couple,electric_stove,1.08,27,2024-04-08 18:10:00,2024-04-08 18:37:00,2024-04-08 18:10:00,2024-04-08 18:37:00,0,none
washing_machine_275,retired_couple,washing_machine,0.3667,44,2024-04-09 09:20:00,2024-04-09 10:04:00,2024-04-09 09:20:00,2024-04-09 16:04:00,360,low
dryer_276,retired_couple,dryer,2.0,40,2024-04-09 10:40:00,2024-04-09 11:20:00,2024-04-09 10:40:00,2024-04-09 17:20:00,360,low
vacuum_cleaner_277,retired_couple,vacuum_cleaner,0.5,25,2024-04-09 11:20:00,2024-04-09 11:45:00,2024-04-09 11:20:00,2024-04-09 11:45:00,0,none
electric_stove_278,retired_couple,electric_stove,1.12,28,2024-04-09 18:40:00,2024-04-09 19:08:00,2024-04-09 18:40:00,2024-04-09 19:08:00,0,none
dishwasher_279,retired_couple,dishwasher,2.16,108,2024-04-09 20:00:00,2024-04-09 21:48:00,2024-04-09 20:00:00,2024-04-10 09:48:00,720,low
washing_machine_280,retired_couple,washing_machine,0.5167,62,2024-04-10 15:50:00,2024-04-10 16:52:00,2024-04-10 15:50:00,2024-04-10 22:52:00,360,low
dryer_281,retired_couple,dryer,2.65,53,2024-04-10 19:00:00,2024-04-10 19:53:00,2024-04-10 19:00:00,2024-04-11 01:53:00,360,low
dishwasher_282,retired_couple,dishwasher,1.74,87,2024-04-10 20:10:00,2024-04-10 21:37:00,2024-04-10 20:10:00,2024-04-11 09:37:00,720,low
vacuum_cleaner_283,retired_couple,vacuum_cleaner,0.46,23,2024-04-11 11:20:00,2024-04-11 11:43:00,2024-04-11 11:20:00,2024-04-11 11:43:00,0,none
electric_stove_284,retired_couple,electric_stove,1.04,26,2024-04-11 12:20:00,2024-04-11 12:46:00,2024-04-11 12:20:00,2024-04-11 12:46:00,0,none
electric_stove_285,retired_couple,electric_stove,1.04,26,2024-04-11 17:40:00,2024-04-11 18:06:00,2024-04-11 17:40:00,2024-04-11 18:06:00,0,none
electric_stove_286,retired_couple,electric_stove,0.96,24,2024-04-12 08:20:00,2024-04-12 08:44:00,2024-04-12 08:20:00,2024-04-12 08:44:00,0,none
washing_machine_287,retired_couple,washing_machine,0.475,57,2024-04-12 10:10:00,2024-04-12 11:07:00,2024-04-12 10:10:00,2024-04-12 17:07:00,360,low
dryer_288,retired_couple,dryer,2.2,44,2024-04-12 12:30:00,2024-04-12 13:14:00,2024-04-12 12:30:00,2024-04-12 19:14:00,360,low
dishwasher_289,retired_couple,dishwasher,1.7,85,2024-04-13 13:00:00,2024-04-13 14:25:00,2024-04-13 13:00:00,2024-04-14 02:25:00,720,low
electric_stove_290,retired_couple,electric_stove,0.84,21,2024-04-13 17:10:00,2024-04-13 17:31:00,2024-04-13 17:10:00,2024-04-13 17:31:00,0,none
electric_stove_291,retired_couple,electric_stove,1.0,25,2024-04-14 17:40:00,2024-04-14 18:05:00,2024-04-14 17:40:00,2024-04-14 18:05:00,0,none
electric_stove_292,retired_couple,electric_stove,0.96,24,2024-04-14 19:40:00,2024-04-14 20:04:00,2024-04-14 19:40:00,2024-04-14 20:04:00,0,none
vacuum_cleaner_293,retired_couple,vacuum_cleaner,0.48,24,2024-04-15 10:20:00,2024-04-15 10:44:00,2024-04-15 10:20:00,2024-04-15 10:44:00,0,none
dishwasher_294,retired_couple,dishwasher,1.78,89,2024-04-15 12:00:00,2024-04-15 13:29:00,2024-04-15 12:00:00,2024-04-16 01:29:00,720,low
electric_stove_295,retired_couple,electric_stove,0.96,24,2024-04-15 12:50:00,2024-04-15 13:14:00,2024-04-15 12:50:00,2024-04-15 13:14:00,0,none
vacuum_cleaner_296,retired_couple,vacuum_cleaner,0.48,24,2024-04-16 09:10:00,2024-04-16 09:34:00,2024-04-16 09:10:00,2024-04-16 09:34:00,0,none
washing_machine_297,retired_couple,washing_machine,0.5917,71,2024-04-16 13:20:00,2024-04-16 14:31:00,2024-04-16 13:20:00,2024-04-16 20:31:00,360,low
dryer_298,retired_couple,dryer,2.55,51,2024-04-16 15:10:00,2024-04-16 16:01:00,2024-04-16 15:10:00,2024-04-16 22:01:00,360,low
washing_machine_299,retired_couple,washing_machine,0.5083,61,2024-04-16 15:50:00,2024-04-16 16:51:00,2024-04-16 15:50:00,2024-04-16 22:51:00,360,low
dryer_300,retired_couple,dryer,3.0,60,2024-04-16 17:40:00,2024-04-16 18:40:00,2024-04-16 17:40:00,2024-04-17 00:40:00,360,low
electric_stove_301,retired_couple,electric_stove,1.04,26,2024-04-16 18:10:00,2024-04-16 18:36:00,2024-04-16 18:10:00,2024-04-16 18:36:00,0,none
dishwasher_302,retired_couple,dishwasher,1.6,80,2024-04-16 19:00:00,2024-04-16 20:20:00,2024-04-16 19:00:00,2024-04-17 08:20:00,720,low
electric_stove_303,retired_couple,electric_stove,0.88,22,2024-04-16 19:40:00,2024-04-16 20:02:00,2024-04-16 19:40:00,2024-04-16 20:02:00,0,none
electric_stove_304,retired_couple,electric_stove,1.04,26,2024-04-18 08:10:00,2024-04-18 08:36:00,2024-04-18 08:10:00,2024-04-18 08:36:00,0,none
vacuum_cleaner_305,retired_couple,vacuum_cleaner,0.5,25,2024-04-18 11:20:00,2024-04-18 11:45:00,2024-04-18 11:20:00,2024-04-18 11:45:00,0,none
electric_stove_306,retired_couple,electric_stove,0.96,24,2024-04-18 12:20:00,2024-04-18 12:44:00,2024-04-18 12:20:00,2024-04-18 12:44:00,0,none
electric_stove_307,retired_couple,electric_stove,0.96,24,2024-04-19 18:10:00,2024-04-19 18:34:00,2024-04-19 18:10:00,2024-04-19 18:34:00,0,none
electric_stove_308,retired_couple,electric_stove,1.0,25,2024-04-19 20:10:00,2024-04-19 20:35:00,2024-04-19 20:10:00,2024-04-19 20:35:00,0,none
electric_stove_309,retired_couple,electric_stove,1.0,25,2024-04-20 08:30:00,2024-04-20 08:55:00,2024-04-20 08:30:00,2024-04-20 08:55:00,0,none
washing_machine_310,retired_couple,washing_machine,0.5083,61,2024-04-20 10:20:00,2024-04-20 11:21:00,2024-04-20 10:20:00,2024-04-20 17:21:00,360,low
dryer_311,retired_couple,dryer,2.25,45,2024-04-20 14:30:00,2024-04-20 15:15:00,2024-04-20 14:30:00,2024-04-20 21:15:00,360,low
electric_stove_312,retired_couple,electric_stove,1.04,26,2024-04-20 17:20:00,2024-04-20 17:46:00,2024-04-20 17:20:00,2024-04-20 17:46:00,0,none
electric_stove_313,retired_couple,electric_stove,0.92,23,2024-04-22 12:00:00,2024-04-22 12:23:00,2024-04-22 12:00:00,2024-04-22 12:23:00,0,none
dishwasher_314,retired_couple,dishwasher,2.0,100,2024-04-22 13:40:00,2024-04-22 15:20:00,2024-04-22 13:40:00,2024-04-23 03:20:00,720,low
washing_machine_315,retired_couple,washing_machine,0.45,54,2024-04-23 10:00:00,2024-04-23 10:54:00,2024-04-23 10:00:00,2024-04-23 16:54:00,360,low
dryer_316,retired_couple,dryer,2.4,48,2024-04-23 11:20:00,2024-04-23 12:08:00,2024-04-23 11:20:00,2024-04-23 18:08:00,360,low
vacuum_cleaner_317,retired_couple,vacuum_cleaner,0.52,26,2024-04-23 11:50:00,2024-04-23 12:16:00,2024-04-23 11:50:00,2024-04-23 12:16:00,0,none
electric_stove_318,retired_couple,electric_stove,1.2,30,2024-04-23 12:00:00,2024-04-23 12:30:00,2024-04-23 12:00:00,2024-04-23 12:30:00,0,none
electric_stove_319,retired_couple,electric_stove,1.04,26,2024-04-24 08:50:00,2024-04-24 09:16:00,2024-04-24 08:50:00,2024-04-24 09:16:00,0,none
vacuum_cleaner_320,retired_couple,vacuum_cleaner,0.48,24,2024-04-24 10:30:00,2024-04-24 10:54:00,2024-04-24 10:30:00,2024-04-24 10:54:00,0,none
washing_machine_321,retired_couple,washing_machine,0.5,60,2024-04-24 14:20:00,2024-04-24 15:20:00,2024-04-24 14:20:00,2024-04-24 21:20:00,360,low
electric_stove_322,retired_couple,electric_stove,1.16,29,2024-04-24 18:50:00,2024-04-24 19:19:00,2024-04-24 18:50:00,2024-04-24 19:19:00,0,none
electric_stove_323,retired_couple,electric_stove,0.88,22,2024-04-25 08:50:00,2024-04-25 09:12:00,2024-04-25 08:50:00,2024-04-25 09:12:00,0,none
dishwasher_324,retired_couple,dishwasher,1.58,79,2024-04-25 12:50:00,2024-04-25 14:09:00,2024-04-25 12:50:00,2024-04-26 02:09:00,720,low
electric_stove_325,retired_couple,electric_stove,0.92,23,2024-04-25 18:50:00,2024-04-25 19:13:00,2024-04-25 18:50:00,2024-04-25 19:13:00,0,none
vacuum_cleaner_326,retired_couple,vacuum_cleaner,0.54,27,2024-04-26 09:30:00,2024-04-26 09:57:00,2024-04-26 09:30:00,2024-04-26 09:57:00,0,none
dishwasher_327,retired_couple,dishwasher,1.88,94,2024-04-26 12:50:00,2024-04-26 14:24:00,2024-04-26 12:50:00,2024-04-27 02:24:00,720,low
electric_stove_328,retired_couple,electric_stove,0.96,24,2024-04-26 18:10:00,2024-04-26 18:34:00,2024-04-26 18:10:00,2024-04-26 18:34:00,0,none
electric_stove_329,retired_couple,electric_stove,0.96,24,2024-04-26 20:50:00,2024-04-26 21:14:00,2024-04-26 20:50:00,2024-04-26 21:14:00,0,none
electric_stove_330,retired_couple,electric_stove,0.92,23,2024-04-26 22:40:00,2024-04-26 23:03:00,2024-04-26 22:40:00,2024-04-26 23:03:00,0,none
electric_stove_331,retired_couple,electric_stove,1.0,25,2024-04-27 17:40:00,2024-04-27 18:05:00,2024-04-27 17:40:00,2024-04-27 18:05:00,0,none
washing_machine_332,retired_couple,washing_machine,0.4417,53,2024-04-28 09:10:00,2024-04-28 10:03:00,2024-04-28 09:10:00,2024-04-28 16:03:00,360,low
dryer_333,retired_couple,dryer,1.85,37,2024-04-28 10:20:00,2024-04-28 10:57:00,2024-04-28 10:20:00,2024-04-28 16:57:00,360,low
electric_stove_334,retired_couple,electric_stove,0.84,21,2024-04-28 17:40:00,2024-04-28 18:01:00,2024-04-28 17:40:00,2024-04-28 18:01:00,0,none
electric_stove_335,retired_couple,electric_stove,1.0,25,2024-04-28 23:00:00,2024-04-28 23:25:00,2024-04-28 23:00:00,2024-04-28 23:25:00,0,none
vacuum_cleaner_336,retired_couple,vacuum_cleaner,0.48,24,2024-04-29 09:20:00,2024-04-29 09:44:00,2024-04-29 09:20:00,2024-04-29 09:44:00,0,none
