Electricity.Timestep,Time,HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh],HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh],HH1 - Garden - Hedge Trimmer / Bosch AHS 550-24 ST [kWh],HH1 - Garden - Atika LH 2500 G [kWh],HH1 - Garden - Lawn Mower / Sabo 32-EL [kWh],HH1 - Kitchen - Washing Machine / Bosch WAE 28143 [kWh],HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh],HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh],HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].1,HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].2,HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].3
155760,4/18/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029834478785969,0
155820,4/18/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030013498176906,0
155880,4/18/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030080088793402,0
155940,4/18/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029912079857012,0
156000,4/18/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029806288528951,0
156060,4/18/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029741381514089,0
156120,4/18/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030383976490201,0
156180,4/18/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030091439053128,0
156240,4/18/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029917481186721,0
156300,4/18/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029177727927948,0
156360,4/18/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029679668169429,0
156420,4/18/2016 15:00,0.637710087530055,0.0,0.0,0.0,0.0,0.766623779583151,0.0,0.0,0,0.0030096884077381,0
156480,4/18/2016 16:00,0.113911716333333,0.0,0.0,0.0,0.0,0.0909174475260511,0.0,0.0,0,0.0029956813600453,0
156540,4/18/2016 17:00,0.00066513984153,0.398397402363275,0.0,0.0,0.0,0.0004997186633075,0.0,0.0,0,0.0029886103907705,0
156600,4/18/2016 18:00,0.0,0.889929023195336,0.0,0.0,0.0,0.594729702800979,0.0,0.0,0,0.0030304208679737,0
156660,4/18/2016 19:00,0.0,0.691210101603613,0.0,0.0,0.0,0.111220769451145,0.0,0.0,0,0.0029653689521987,0
156720,4/18/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0435001126736744,0.0,0.0,0,0.0029880935361097,0
156780,4/18/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029618096274742,0
156840,4/18/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003002662988942,0
156900,4/18/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030578424958814,0
156960,4/19/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030611273082695,0
157020,4/19/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030135590555723,0
157080,4/19/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003018226885012,0
157140,4/19/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030072676565197,0
157200,4/19/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029907383282922,0
157260,4/19/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030516252608017,0
157320,4/19/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00302478856822,0
157380,4/19/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030103758883937,0
157440,4/19/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030308339181807,0
157500,4/19/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030106807481515,0
157560,4/19/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002996685554558,0
157620,4/19/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030145064113535,0
157680,4/19/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030230112408587,0
157740,4/19/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030332359995936,0
157800,4/19/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029952737022134,0
157860,4/19/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030258108094783,0
157920,4/19/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029864993008166,0
157980,4/19/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029843521531869,0
158040,4/19/2016 18:00,0.0,0.843913256636045,0.0,0.0,0.0,0.0,0.0851089669378151,0.0,0,0.0029867499787535,0
158100,4/19/2016 19:00,0.0,0.781789110023604,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030272467103413,0
158160,4/19/2016 20:00,0.0,0.0321420303263333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029939444150484,0
158220,4/19/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029928925008433,0
158280,4/19/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029473134715485,0
158340,4/19/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030210943335806,0
158400,4/20/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030434548604247,0
158460,4/20/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030548650149044,0
158520,4/20/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029841586897225,0
158580,4/20/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029712815295974,0
158640,4/20/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030351199506049,0
158700,4/20/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029495957629756,0
158760,4/20/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030335588582546,0
158820,4/20/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030115354040631,0
158880,4/20/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030040258590424,0
158940,4/20/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029871050418703,0
159000,4/20/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029725489523554,0
159060,4/20/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029988926824281,0
159120,4/20/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030088798949697,0
159180,4/20/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00303374294769,0
159240,4/20/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029963515226711,0
159300,4/20/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029258299110899,0
159360,4/20/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029834188617522,0
159420,4/20/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029696716455831,0
159480,4/20/2016 18:00,0.763537147502732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002899124507104,0
159540,4/20/2016 19:00,0.0266207746284153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003023693949425,0
159600,4/20/2016 20:00,0.132558956745902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030182801545995,0
159660,4/20/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0028755420602396,0
159720,4/20/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029839955024482,0
159780,4/20/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030422360418676,0
159840,4/21/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030209453744019,0
159900,4/21/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030142649840552,0
159960,4/21/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030189466837945,0
160020,4/21/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030054487357977,0
160080,4/21/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030493365295922,0
160140,4/21/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030075017329985,0
160200,4/21/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030257941247177,0
160260,4/21/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029915380530703,0
160320,4/21/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029956459070599,0
160380,4/21/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029544031140071,0
160440,4/21/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030352929863275,0
160500,4/21/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029506485028954,0
160560,4/21/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029793518407833,0
160620,4/21/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030389683659665,0
160680,4/21/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029957982344266,0
160740,4/21/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030416851185751,0
160800,4/21/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029825764488688,0
160860,4/21/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.339873068322371,0.0,0,0.0029573949202314,0
160920,4/21/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.47868137867671,0.0,0.0,0,0.0030583982689793,0
160980,4/21/2016 19:00,0.334047375071038,0.0,0.330736263896685,0.0,0.0,0.0990153617291341,0.0,0.0,0,0.0029745712842461,0
161040,4/21/2016 20:00,0.469536011939891,0.0,0.0,0.64788652157855,0.585803284847159,0.0880753065225734,0.0,0.0,0,0.0030385493462032,0
161100,4/21/2016 21:00,0.143763326327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029826722119299,0
161160,4/21/2016 22:00,0.0014292163360655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030080934028712,0
161220,4/21/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029841290957055,0
161280,4/22/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029646455604401,0
161340,4/22/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029932255283968,0
161400,4/22/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030516905440853,0
161460,4/22/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029552017762418,0
161520,4/22/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029357985584132,0
161580,4/22/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030585742567442,0
161640,4/22/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030172805094615,0
161700,4/22/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029596544024832,0
161760,4/22/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029743891495642,0
161820,4/22/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030140797955708,0
161880,4/22/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029589356960222,0
161940,4/22/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029722172245882,0
162000,4/22/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029974135054076,0
162060,4/22/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030128199971261,0
162120,4/22/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030720399993561,0
162180,4/22/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030128779194349,0
162240,4/22/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030728310695033,0
162300,4/22/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030559203904244,0
162360,4/22/2016 18:00,0.0,0.291341410652089,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029996603959723,0
162420,4/22/2016 19:00,0.0,0.911294175798364,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030299587331705,0
162480,4/22/2016 20:00,0.0,0.664842346695664,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030549750709943,0
162540,4/22/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00307309840144,0
162600,4/22/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030017400171343,0
162660,4/22/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030216499690662,0
162720,4/23/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029493921896566,0
162780,4/23/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030037932396205,0
162840,4/23/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029562019383739,0
162900,4/23/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029756690030905,0
162960,4/23/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029299345814818,0
163020,4/23/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030622043422975,0
163080,4/23/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029609518725367,0
163140,4/23/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029395735456995,0
163200,4/23/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030676797092294,0
163260,4/23/2016 09:00,0.455083845016393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029486560409925,0
163320,4/23/2016 10:00,0.374502827295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029091797243346,0
163380,4/23/2016 11:00,0.143086775532787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029824517831329,0
163440,4/23/2016 12:00,0.0014292163360655,0.0,0.0,0.0,0.0,0.0,0.0,0.000943475753391,0,0.0028092781320822,0
163500,4/23/2016 13:00,0.0,0.0,0.126404373987958,0.0,0.0,0.0,0.0,0.030047710104704,0,0.0,0
163560,4/23/2016 14:00,0.0,0.0,0.199044057490873,0.706546738153474,0.242406347148976,0.0,0.0,0.0298905948090532,0,0.0,0
163620,4/23/2016 15:00,0.0,0.0,0.0,0.0,0.370906182946244,0.0,0.0,0.0299248253290386,0,0.0,0
163680,4/23/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0700201026879965,0.0035102867405257,0,0.0026551636261579,0
163740,4/23/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030691500415074,0
163800,4/23/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029856393097057,0
163860,4/23/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029337087116589,0
163920,4/23/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003085166328625,0
163980,4/23/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029703161968405,0
164040,4/23/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029964173730848,0
164100,4/23/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029411365982993,0
164160,4/24/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002947399956351,0
164220,4/24/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030044530639247,0
164280,4/24/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029760453669934,0
164340,4/24/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030212467825168,0
164400,4/24/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003030638474071,0
164460,4/24/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00298529161524,0
164520,4/24/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029686173839508,0
164580,4/24/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030454494215011,0
164640,4/24/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00298618237011,0
164700,4/24/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.44051149561761,0.0,0.0,0,0.0030038659945816,0
164760,4/24/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.115959941063026,0.0,0.0,0,0.0030466196769015,0
164820,4/24/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0258538967315091,0.0,0.0,0,0.0029903936004119,0
164880,4/24/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029518511759823,0
164940,4/24/2016 13:00,0.0,0.303144407347364,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030124164221743,0
165000,4/24/2016 14:00,0.897990376801366,0.882023743052036,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029991058240654,0
165060,4/24/2016 15:00,0.0265240767595628,0.705855542735769,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029769650296496,0
165120,4/24/2016 16:00,0.136726826180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029889183886647,0
165180,4/24/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030210963231387,0
165240,4/24/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030007985331842,0
165300,4/24/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030302326158076,0
165360,4/24/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029358253935979,0
165420,4/24/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030308580728054,0
165480,4/24/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030593730685345,0
165540,4/24/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030692566656875,0
165600,4/25/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029707040173807,0
165660,4/25/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029914798146531,0
165720,4/25/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029580495935801,0
165780,4/25/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029826435372238,0
165840,4/25/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029602703241045,0
165900,4/25/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029274502656966,0
165960,4/25/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029866449852757,0
166020,4/25/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030497764448767,0
166080,4/25/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029940912477726,0
166140,4/25/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030179540025979,0
166200,4/25/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029829731469479,0
166260,4/25/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030203109737353,0
166320,4/25/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030049468146906,0
166380,4/25/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029836462016284,0
166440,4/25/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003018246319884,0
166500,4/25/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030629433241906,0
166560,4/25/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029933870473645,0
166620,4/25/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.33162389806469,0.0,0,0.0030119837345777,0
166680,4/25/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0160813764365404,0.0,0,0.0030044676569146,0
166740,4/25/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030127738177984,0
166800,4/25/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029609127676676,0
166860,4/25/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029283797312303,0
166920,4/25/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029887228117861,0
166980,4/25/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002979568661876,0
167040,4/26/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029965983181703,0
167100,4/26/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030009814786681,0
167160,4/26/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029624603330249,0
167220,4/26/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029569037959516,0
167280,4/26/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002964242350378,0
167340,4/26/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030033029364267,0
167400,4/26/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029474294135434,0
167460,4/26/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030203137515884,0
167520,4/26/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029648446999196,0
167580,4/26/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030125081154525,0
167640,4/26/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030094733270618,0
167700,4/26/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029642278916305,0
167760,4/26/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003035250132956,0
167820,4/26/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030470890379983,0
167880,4/26/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030001192274528,0
167940,4/26/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029158918013266,0
168000,4/26/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029470602524544,0
168060,4/26/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029786360626695,0
168120,4/26/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030131714032571,0
168180,4/26/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030149358176977,0
168240,4/26/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029854738289055,0
168300,4/26/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029495025497951,0
168360,4/26/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003023201872455,0
168420,4/26/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030069798092835,0
168480,4/27/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029638955803153,0
168540,4/27/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029634057164978,0
168600,4/27/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029771284248441,0
168660,4/27/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029569330085591,0
168720,4/27/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030241604081449,0
168780,4/27/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030079835223489,0
168840,4/27/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029767628870176,0
168900,4/27/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030442554748796,0
168960,4/27/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.569490653493088,0.0,0.0,0,0.0029489310273977,0
169020,4/27/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.110981646884307,0.0,0.0,0,0.0029869791785513,0
169080,4/27/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0470233146783835,0.0,0.0,0,0.0029751163272302,0
169140,4/27/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030089150548565,0
169200,4/27/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029768981784893,0
169260,4/27/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029196439899385,0
