Latitude (decimal degrees):	45.045
Longitude (decimal degrees):	7.636
Elevation (m):	262
Radiation database:	PVGIS-SARAH3


Slope: 41 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	31.8
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20191021:0510,0.0,0.0,0.0,0.0,0.0,13.82,0.62,0.0
20191021:0610,1.9,0.0,5.67,0.17,2.31,13.16,1.17,0.0
20191021:0710,221.3,0.0,18.42,0.51,12.05,13.9,0.62,0.0
20191021:0810,553.4,0.0,33.34,0.93,20.73,14.63,0.62,0.0
20191021:0910,941.07,0.0,49.13,1.37,27.79,14.77,0.55,0.0
20191021:1010,2167.57,0.0,95.62,2.66,32.54,14.97,0.41,0.0
20191021:1110,1413.19,0.0,67.55,1.88,34.33,15.32,0.21,0.0
20191021:1210,1667.51,0.0,77.2,2.15,32.86,15.42,0.21,0.0
20191021:1310,591.82,0.0,35.09,0.98,28.39,15.62,0.55,0.0
20191021:1410,570.86,0.0,34.21,0.95,21.53,15.72,0.9,0.0
20191021:1510,254.95,0.0,20.18,0.56,12.98,15.72,0.34,0.0
20191021:1610,6.98,0.0,6.14,0.17,3.33,15.62,0.55,0.0
20191021:1710,0.0,0.0,0.0,0.0,0.0,15.35,1.17,0.0
20191021:1810,0.0,0.0,0.0,0.0,0.0,15.21,0.97,0.0
20191021:1910,0.0,0.0,0.0,0.0,0.0,15.33,0.07,0.0
20191021:2010,0.0,0.0,0.0,0.0,0.0,15.23,0.21,0.0
20191021:2110,0.0,0.0,0.0,0.0,0.0,15.0,0.21,0.0
20191021:2210,0.0,0.0,0.0,0.0,0.0,14.95,0.34,0.0
20191021:2310,0.0,0.0,0.0,0.0,0.0,14.95,0.34,0.0
20191022:0010,0.0,0.0,0.0,0.0,0.0,14.93,0.41,0.0
20191022:0110,0.0,0.0,0.0,0.0,0.0,14.86,0.55,0.0
20191022:0210,0.0,0.0,0.0,0.0,0.0,14.65,0.69,0.0
20191022:0310,0.0,0.0,0.0,0.0,0.0,14.74,0.62,0.0
20191022:0410,0.0,0.0,0.0,0.0,0.0,14.63,0.76,0.0
20191022:0510,0.0,0.0,0.0,0.0,0.0,14.73,0.76,0.0
20191022:0610,0.0,0.0,3.24,0.1,2.08,14.57,0.76,0.0
20191022:0710,409.89,0.0,27.19,0.76,11.79,14.85,0.55,0.0
20191022:0810,2132.65,1.93,92.38,2.59,20.45,15.14,0.76,0.0
20191022:0910,2686.37,0.0,114.92,3.2,27.48,15.74,0.83,0.0
20191022:1010,2395.22,0.0,104.39,2.9,32.2,16.12,0.9,0.0
20191022:1110,3131.82,0.0,131.59,3.66,33.97,16.41,0.76,0.0
20191022:1210,4583.11,8.68,175.98,4.98,32.51,16.59,0.55,0.0
20191022:1310,3109.28,1.78,129.2,3.61,28.05,16.54,0.28,0.0
20191022:1410,3508.06,16.96,128.53,3.71,21.21,16.38,0.07,0.0
20191022:1510,2109.79,17.47,77.01,2.25,12.68,16.37,0.41,0.0
20191022:1610,293.69,9.17,14.63,0.44,3.05,16.17,0.55,0.0
20191022:1710,0.0,0.0,0.0,0.0,0.0,15.86,0.9,0.0
20191022:1810,0.0,0.0,0.0,0.0,0.0,15.32,1.17,0.0
20191022:1910,0.0,0.0,0.0,0.0,0.0,15.45,0.76,0.0
20191022:2010,0.0,0.0,0.0,0.0,0.0,14.92,0.83,0.0
20191022:2110,0.0,0.0,0.0,0.0,0.0,14.03,0.97,0.0
20191022:2210,0.0,0.0,0.0,0.0,0.0,13.36,1.03,0.0
20191022:2310,0.0,0.0,0.0,0.0,0.0,12.91,1.03,0.0
20191023:0010,0.0,0.0,0.0,0.0,0.0,12.36,1.24,0.0
20191023:0110,0.0,0.0,0.0,0.0,0.0,11.87,1.45,0.0
20191023:0210,0.0,0.0,0.0,0.0,0.0,11.18,1.45,0.0
20191023:0310,0.0,0.0,0.0,0.0,0.0,10.88,1.24,0.0
20191023:0410,0.0,0.0,0.0,0.0,0.0,10.75,1.1,0.0
20191023:0510,0.0,0.0,0.0,0.0,0.0,10.94,1.03,0.0
20191023:0610,0.0,0.0,1.62,0.05,1.84,11.17,0.76,0.0
20191023:0710,728.03,0.0,40.35,1.12,11.54,13.32,0.76,0.0
20191023:0810,764.54,0.0,42.11,1.17,20.17,15.03,0.62,0.0
20191023:0910,2645.41,0.0,114.04,3.17,27.17,16.76,0.34,0.0
20191023:1010,1058.23,0.0,54.39,1.51,31.86,17.81,0.21,0.0
20191023:1110,2128.2,0.0,95.62,2.66,33.62,18.66,0.41,0.0
20191023:1210,2379.66,0.0,105.27,2.93,32.16,19.32,0.69,0.0
20191023:1310,1799.91,0.0,83.34,2.32,27.71,19.07,0.62,0.0
20191023:1410,1029.97,0.0,53.51,1.49,20.9,19.02,0.34,0.0
20191023:1510,686.12,0.0,39.48,1.1,12.39,18.65,0.07,0.0
20191023:1610,42.54,0.0,8.77,0.24,2.77,17.77,0.48,0.0
20191023:1710,0.0,0.0,0.0,0.0,0.0,16.51,1.1,0.0
20191023:1810,0.0,0.0,0.0,0.0,0.0,15.23,1.31,0.0
20191023:1910,0.0,0.0,0.0,0.0,0.0,14.5,1.38,0.0
20191023:2010,0.0,0.0,0.0,0.0,0.0,14.19,1.31,0.0
20191023:2110,0.0,0.0,0.0,0.0,0.0,14.21,1.38,0.0
20191023:2210,0.0,0.0,0.0,0.0,0.0,14.0,1.24,0.0
20191023:2310,0.0,0.0,0.0,0.0,0.0,13.79,0.9,0.0
20191024:0010,0.0,0.0,0.0,0.0,0.0,13.87,1.24,0.0
20191024:0110,0.0,0.0,0.0,0.0,0.0,13.69,1.86,0.0
20191024:0210,0.0,0.0,0.0,0.0,0.0,13.78,2.21,0.0
20191024:0310,0.0,0.0,0.0,0.0,0.0,14.0,1.86,0.0
20191024:0410,0.0,0.0,0.0,0.0,0.0,14.01,1.93,0.0
20191024:0510,0.0,0.0,0.0,0.0,0.0,14.07,2.41,0.0
20191024:0610,0.0,0.0,2.43,0.07,1.6,14.05,2.62,0.0
20191024:0710,1059.5,2.41,51.25,1.44,11.28,14.13,1.38,0.0
20191024:0810,2662.87,5.94,107.15,3.03,19.89,14.11,1.45,0.0
20191024:0910,2396.17,0.0,103.52,2.88,26.86,14.28,1.52,0.0
20191024:1010,1704.66,0.0,78.07,2.17,31.53,14.35,1.72,0.0
20191024:1110,2110.42,0.0,92.99,2.59,33.27,14.14,1.66,0.0
20191024:1210,1589.09,0.0,73.69,2.05,31.81,14.04,1.52,0.0
20191024:1310,2303.14,0.0,100.01,2.78,27.38,14.02,1.52,0.0
20191024:1410,835.66,0.0,44.74,1.24,20.59,13.83,1.24,0.0
20191024:1510,333.69,0.0,23.69,0.66,12.1,13.82,1.17,0.0
20191024:1610,22.54,0.0,7.29,0.22,2.5,13.83,1.17,0.0
20191024:1710,0.0,0.0,0.0,0.0,0.0,13.71,1.17,0.0
20191024:1810,0.0,0.0,0.0,0.0,0.0,13.52,1.03,0.0
20191024:1910,0.0,0.0,0.0,0.0,0.0,13.44,0.83,0.0
20191024:2010,0.0,0.0,0.0,0.0,0.0,13.38,0.97,0.0
20191024:2110,0.0,0.0,0.0,0.0,0.0,13.32,0.9,0.0
20191024:2210,0.0,0.0,0.0,0.0,0.0,13.18,0.9,0.0
20191024:2310,0.0,0.0,0.0,0.0,0.0,12.9,0.97,0.0
20191025:0010,0.0,0.0,0.0,0.0,0.0,12.52,1.03,0.0
20191025:0110,0.0,0.0,0.0,0.0,0.0,12.53,1.03,0.0
20191025:0210,0.0,0.0,0.0,0.0,0.0,12.19,1.1,0.0
20191025:0310,0.0,0.0,0.0,0.0,0.0,11.5,1.31,0.0
20191025:0410,0.0,0.0,0.0,0.0,0.0,11.11,1.45,0.0
20191025:0510,0.0,0.0,0.0,0.0,0.0,10.82,1.52,0.0
20191025:0610,0.0,0.0,1.62,0.05,1.36,11.12,1.59,0.0
20191025:0710,2484.44,31.95,74.25,2.2,11.02,11.0,1.72,0.0
20191025:0810,11275.38,262.54,161.79,6.37,19.61,12.64,1.38,0.0
20191025:0910,17921.92,520.62,174.98,9.93,26.55,15.47,1.17,0.0
20191025:1010,18891.57,529.44,222.85,11.35,31.19,18.04,0.83,0.0
20191025:1110,20097.75,606.12,217.6,12.3,32.92,19.75,0.34,0.0
20191025:1210,17245.96,449.79,243.95,10.94,31.46,20.6,0.55,0.0
20191025:1310,14160.18,341.77,220.42,9.01,27.05,20.98,0.55,0.0
20191025:1410,11422.38,289.0,162.82,6.76,20.28,21.04,0.48,0.0
20191025:1510,6613.52,171.78,97.56,3.64,11.81,20.7,0.55,0.0
20191025:1610,20.96,0.0,7.29,0.22,2.23,19.6,0.69,0.0
20191025:1710,0.0,0.0,0.0,0.0,0.0,19.29,0.62,0.0
20191025:1810,0.0,0.0,0.0,0.0,0.0,18.16,0.69,0.0
20191025:1910,0.0,0.0,0.0,0.0,0.0,15.93,1.03,0.0
20191025:2010,0.0,0.0,0.0,0.0,0.0,15.78,0.9,0.0
20191025:2110,0.0,0.0,0.0,0.0,0.0,15.27,0.9,0.0
20191025:2210,0.0,0.0,0.0,0.0,0.0,13.81,0.97,0.0
20191025:2310,0.0,0.0,0.0,0.0,0.0,12.36,1.1,0.0
20191026:0010,0.0,0.0,0.0,0.0,0.0,11.17,1.24,0.0
20191026:0110,0.0,0.0,0.0,0.0,0.0,10.32,1.38,0.0
20191026:0210,0.0,0.0,0.0,0.0,0.0,9.48,1.72,0.0
20191026:0310,0.0,0.0,0.0,0.0,0.0,9.01,1.86,0.0
20191026:0410,0.0,0.0,0.0,0.0,0.0,8.67,1.86,0.0
20191026:0510,0.0,0.0,0.0,0.0,0.0,8.39,1.72,0.0
20191026:0610,0.0,0.0,0.0,0.0,0.0,8.3,1.59,0.0
20191026:0710,7386.96,195.91,88.18,3.42,10.77,9.42,1.1,0.0
20191026:0810,14330.68,413.87,131.18,7.18,19.33,12.77,0.9,0.0
20191026:0910,18845.85,596.48,151.03,10.3,26.24,15.9,0.41,0.0
20191026:1010,21242.97,708.53,162.29,12.3,30.86,18.07,0.28,0.0
20191026:1110,21951.0,737.15,171.29,12.99,32.58,19.34,0.41,0.0
20191026:1210,21073.43,702.44,166.85,12.38,31.12,20.02,0.41,0.0
20191026:1310,18482.63,595.75,155.23,10.5,26.73,20.36,0.34,0.0
20191026:1410,14143.67,432.86,130.96,7.54,19.98,20.35,0.28,0.0
20191026:1510,7713.34,220.46,91.88,3.83,11.53,19.99,0.28,0.0
20191026:1610,21.27,0.0,7.29,0.22,1.96,19.3,0.41,0.0
20191026:1710,0.0,0.0,0.0,0.0,0.0,18.5,0.69,0.0
20191026:1810,0.0,0.0,0.0,0.0,0.0,16.77,1.1,0.0
20191026:1910,0.0,0.0,0.0,0.0,0.0,15.72,1.17,0.0
20191026:2010,0.0,0.0,0.0,0.0,0.0,13.82,1.38,0.0
20191026:2110,0.0,0.0,0.0,0.0,0.0,12.32,1.45,0.0
20191026:2210,0.0,0.0,0.0,0.0,0.0,11.31,1.31,0.0
20191026:2310,0.0,0.0,0.0,0.0,0.0,10.88,1.17,0.0
20191027:0010,0.0,0.0,0.0,0.0,0.0,10.48,1.03,0.0
20191027:0110,0.0,0.0,0.0,0.0,0.0,9.89,1.1,0.0
20191027:0210,0.0,0.0,0.0,0.0,0.0,9.34,1.17,0.0
20191027:0310,0.0,0.0,0.0,0.0,0.0,9.04,1.17,0.0
20191027:0410,0.0,0.0,0.0,0.0,0.0,8.77,1.17,0.0
20191027:0510,0.0,0.0,0.0,0.0,0.0,8.4,1.17,0.0
20191027:0610,0.0,0.0,0.0,0.0,0.0,7.81,1.17,0.0
20191027:0710,6498.91,161.75,89.99,3.17,10.51,9.57,1.03,0.0
20191027:0810,14092.56,404.63,132.59,7.03,19.05,12.98,0.76,0.0
20191027:0910,18538.51,586.9,152.59,10.13,25.94,16.4,0.21,0.0
20191027:1010,20899.76,685.11,170.02,12.06,30.53,18.18,0.28,0.0
20191027:1110,21833.2,723.03,175.43,12.79,32.24,19.19,0.55,0.0
20191027:1210,21013.74,688.17,170.96,12.18,30.78,19.79,0.69,0.0
20191027:1310,17958.75,550.97,168.99,10.13,26.41,20.07,0.76,0.0
20191027:1410,12474.58,336.12,154.26,6.91,19.68,19.97,0.76,0.0
20191027:1510,3828.1,72.65,88.77,2.76,11.25,19.5,0.48,0.0
20191027:1610,0.0,0.0,4.86,0.15,1.7,18.3,0.55,0.0
20191027:1710,0.0,0.0,0.0,0.0,0.0,16.93,0.97,0.0
20191027:1810,0.0,0.0,0.0,0.0,0.0,16.07,1.03,0.0
20191027:1910,0.0,0.0,0.0,0.0,0.0,15.41,1.03,0.0
20191027:2010,0.0,0.0,0.0,0.0,0.0,15.9,0.76,0.0
20191027:2110,0.0,0.0,0.0,0.0,0.0,15.55,0.62,0.0
20191027:2210,0.0,0.0,0.0,0.0,0.0,15.32,0.76,0.0
20191027:2310,0.0,0.0,0.0,0.0,0.0,15.14,0.76,0.0
20191028:0010,0.0,0.0,0.0,0.0,0.0,14.94,0.62,0.0
20191028:0110,0.0,0.0,0.0,0.0,0.0,14.47,0.83,0.0
20191028:0210,0.0,0.0,0.0,0.0,0.0,13.07,1.03,0.0
20191028:0310,0.0,0.0,0.0,0.0,0.0,11.8,1.03,0.0
20191028:0410,0.0,0.0,0.0,0.0,0.0,10.87,0.97,0.0
20191028:0510,0.0,0.0,0.0,0.0,0.0,10.36,0.97,0.0
20191028:0610,0.0,0.0,0.0,0.0,0.0,9.98,0.83,0.0
20191028:0710,4076.38,84.03,81.24,2.54,10.26,11.35,0.48,0.0
20191028:0810,5495.61,72.79,142.06,4.37,18.77,13.01,0.14,0.0
20191028:0910,14291.31,340.94,208.83,8.49,25.63,14.77,0.55,0.0
20191028:1010,15744.82,362.7,247.97,9.89,30.2,15.85,0.76,0.0
20191028:1110,18132.11,470.03,245.7,11.08,31.9,16.68,0.69,0.0
20191028:1210,16778.6,418.74,240.88,10.35,30.45,17.53,0.76,0.0
20191028:1310,14622.78,360.69,209.42,8.79,26.09,17.74,0.76,0.0
20191028:1410,9145.27,192.41,162.43,5.76,19.38,17.59,0.76,0.0
20191028:1510,3212.46,54.43,82.09,2.49,10.98,16.91,0.55,0.0
20191028:1610,0.0,0.0,2.43,0.07,1.45,16.16,0.48,0.0
20191028:1710,0.0,0.0,0.0,0.0,0.0,14.97,0.76,0.0
20191028:1810,0.0,0.0,0.0,0.0,0.0,14.45,0.69,0.0
20191028:1910,0.0,0.0,0.0,0.0,0.0,14.72,0.48,0.0
20191028:2010,0.0,0.0,0.0,0.0,0.0,14.47,0.62,0.0
20191028:2110,0.0,0.0,0.0,0.0,0.0,14.11,0.62,0.0
20191028:2210,0.0,0.0,0.0,0.0,0.0,13.88,0.55,0.0
20191028:2310,0.0,0.0,0.0,0.0,0.0,13.96,0.41,0.0
20191029:0010,0.0,0.0,0.0,0.0,0.0,13.58,0.48,0.0
20191029:0110,0.0,0.0,0.0,0.0,0.0,13.41,0.48,0.0
20191029:0210,0.0,0.0,0.0,0.0,0.0,13.21,0.55,0.0
20191029:0310,0.0,0.0,0.0,0.0,0.0,13.09,0.55,0.0
20191029:0410,0.0,0.0,0.0,0.0,0.0,13.01,0.55,0.0
20191029:0510,0.0,0.0,0.0,0.0,0.0,12.98,0.48,0.0
20191029:0610,0.0,0.0,0.0,0.0,0.0,12.9,0.48,0.0
20191029:0710,686.12,0.0,38.6,1.07,10.0,12.8,0.28,0.0
20191029:0810,3895.09,33.7,123.54,3.64,18.49,13.41,0.62,0.0
20191029:0910,1170.3,0.0,57.9,1.61,25.33,14.13,0.76,0.0
20191029:1010,1907.22,0.0,85.97,2.39,29.88,15.17,0.97,0.0
20191029:1110,3963.35,3.64,157.59,4.42,31.56,15.67,0.97,0.0
20191029:1210,2607.95,0.0,112.29,3.12,30.12,16.29,0.9,0.0
20191029:1310,3273.74,3.79,133.07,3.73,25.78,16.68,0.76,0.0
20191029:1410,2901.32,12.3,111.02,3.17,19.09,16.7,0.41,0.0
20191029:1510,981.39,2.53,48.64,1.37,10.71,16.6,0.21,0.0
20191029:1610,0.0,0.0,0.0,0.0,0.0,16.09,0.14,0.0
20191029:1710,0.0,0.0,0.0,0.0,0.0,15.39,0.28,0.0
20191029:1810,0.0,0.0,0.0,0.0,0.0,14.99,0.48,0.0
20191029:1910,0.0,0.0,0.0,0.0,0.0,14.6,0.28,0.0
20191029:2010,0.0,0.0,0.0,0.0,0.0,14.49,0.14,0.0
20191029:2110,0.0,0.0,0.0,0.0,0.0,14.24,0.34,0.0
20191029:2210,0.0,0.0,0.0,0.0,0.0,13.22,0.69,0.0
20191029:2310,0.0,0.0,0.0,0.0,0.0,12.87,0.97,0.0
20191030:0010,0.0,0.0,0.0,0.0,0.0,12.78,0.97,0.0
20191030:0110,0.0,0.0,0.0,0.0,0.0,12.89,0.97,0.0
20191030:0210,0.0,0.0,0.0,0.0,0.0,12.5,1.03,0.0
20191030:0310,0.0,0.0,0.0,0.0,0.0,12.19,1.1,0.0
20191030:0410,0.0,0.0,0.0,0.0,0.0,12.13,1.1,0.0
20191030:0510,0.0,0.0,0.0,0.0,0.0,12.0,1.1,0.0
20191030:0610,0.0,0.0,0.0,0.0,0.0,12.39,0.97,0.0
20191030:0710,1620.52,16.5,58.59,1.68,9.75,12.81,0.83,0.0
20191030:0810,2063.43,2.13,88.94,2.49,18.21,13.38,0.9,0.0
20191030:0910,3178.18,3.88,127.82,3.59,25.03,13.89,1.03,0.0
20191030:1010,3420.43,1.86,138.88,3.88,29.56,14.52,1.31,0.0
20191030:1110,4086.54,3.67,161.12,4.52,31.23,14.64,1.31,0.0
20191030:1210,5201.28,20.35,184.54,5.3,29.8,14.93,1.38,0.0
20191030:1310,1820.54,0.0,82.46,2.29,25.47,14.48,1.38,0.0
20191030:1410,1823.08,0.0,82.46,2.29,18.81,14.24,1.52,0.0
20191030:1510,976.95,2.59,47.78,1.34,10.45,13.73,1.45,0.0
20191030:1610,0.0,0.0,0.0,0.0,0.0,13.18,1.45,0.0
20191030:1710,0.0,0.0,0.0,0.0,0.0,12.79,1.45,0.0
20191030:1810,0.0,0.0,0.0,0.0,0.0,12.48,1.45,0.0
20191030:1910,0.0,0.0,0.0,0.0,0.0,12.68,1.66,0.0
20191030:2010,0.0,0.0,0.0,0.0,0.0,12.36,1.59,0.0
20191030:2110,0.0,0.0,0.0,0.0,0.0,12.06,1.72,0.0
20191030:2210,0.0,0.0,0.0,0.0,0.0,11.83,1.66,0.0
20191030:2310,0.0,0.0,0.0,0.0,0.0,11.57,1.52,0.0
20191031:0010,0.0,0.0,0.0,0.0,0.0,11.33,1.52,0.0
20191031:0110,0.0,0.0,0.0,0.0,0.0,11.06,1.52,0.0
20191031:0210,0.0,0.0,0.0,0.0,0.0,10.87,1.52,0.0
20191031:0310,0.0,0.0,0.0,0.0,0.0,10.52,1.52,0.0
20191031:0410,0.0,0.0,0.0,0.0,0.0,10.28,1.45,0.0
20191031:0510,0.0,0.0,0.0,0.0,0.0,10.03,1.38,0.0
20191031:0610,0.0,0.0,0.0,0.0,0.0,9.85,1.24,0.0
20191031:0710,208.28,0.0,17.54,0.49,9.49,9.97,1.31,0.0
20191031:0810,919.48,0.0,47.37,1.32,17.94,10.09,1.24,0.0
20191031:0910,1428.75,0.0,66.67,1.86,24.73,10.17,1.1,0.0
20191031:1010,1545.59,0.0,71.06,1.98,29.24,10.42,1.17,0.0
20191031:1110,2510.79,0.0,106.15,2.95,30.91,10.68,1.24,0.0
20191031:1210,2314.26,0.0,99.13,2.76,29.48,10.85,1.45,0.0
20191031:1310,673.1,0.0,37.72,1.05,25.17,10.66,1.52,0.0
20191031:1410,300.99,0.0,21.93,0.61,18.53,10.61,1.38,0.0
20191031:1510,565.78,0.0,33.34,0.93,10.19,10.56,1.1,0.0
20191031:1610,0.0,0.0,0.0,0.0,0.0,10.38,0.97,0.0
20191031:1710,0.0,0.0,0.0,0.0,0.0,10.19,0.9,0.0
20191031:1810,0.0,0.0,0.0,0.0,0.0,10.06,0.97,0.0
20191031:1910,0.0,0.0,0.0,0.0,0.0,10.33,0.76,0.0
20191031:2010,0.0,0.0,0.0,0.0,0.0,10.38,0.97,0.0
20191031:2110,0.0,0.0,0.0,0.0,0.0,10.28,0.97,0.0
20191031:2210,0.0,0.0,0.0,0.0,0.0,10.19,0.9,0.0
20191031:2310,0.0,0.0,0.0,0.0,0.0,10.0,0.97,0.0
20191101:0010,0.0,0.0,0.0,0.0,0.0,10.0,1.03,0.0
20191101:0110,0.0,0.0,0.0,0.0,0.0,9.89,1.03,0.0
20191101:0210,0.0,0.0,0.0,0.0,0.0,9.67,0.97,0.0
20191101:0310,0.0,0.0,0.0,0.0,0.0,9.65,0.97,0.0
20191101:0410,0.0,0.0,0.0,0.0,0.0,9.55,1.03,0.0
20191101:0510,0.0,0.0,0.0,0.0,0.0,9.54,0.97,0.0
20191101:0610,0.0,0.0,0.0,0.0,0.0,9.42,0.76,0.0
20191101:0710,633.1,0.0,35.97,1.0,9.24,9.49,0.55,0.0
20191101:0810,1881.82,2.19,81.03,2.27,17.66,9.82,0.62,0.0
20191101:0910,874.4,0.0,45.62,1.27,24.43,10.03,0.83,0.0
20191101:1010,1216.66,0.0,58.78,1.64,28.92,10.24,0.83,0.0
20191101:1110,1590.04,0.0,72.81,2.03,30.58,10.78,0.97,0.0
20191101:1210,1190.31,0.0,57.9,1.61,29.16,10.78,0.9,0.0
20191101:1310,1637.35,0.0,74.57,2.07,24.87,10.76,0.83,0.0
20191101:1410,694.37,0.0,38.6,1.07,18.25,10.63,0.76,0.0
20191101:1510,379.73,0.0,25.44,0.71,9.94,10.4,0.69,0.0
20191101:1610,0.0,0.0,0.0,0.0,0.0,10.13,0.76,0.0
20191101:1710,0.0,0.0,0.0,0.0,0.0,9.82,0.69,0.0
20191101:1810,0.0,0.0,0.0,0.0,0.0,9.43,0.41,0.0
20191101:1910,0.0,0.0,0.0,0.0,0.0,9.17,0.69,0.0
20191101:2010,0.0,0.0,0.0,0.0,0.0,8.93,0.76,0.0
20191101:2110,0.0,0.0,0.0,0.0,0.0,8.69,0.62,0.0
20191101:2210,0.0,0.0,0.0,0.0,0.0,8.53,0.48,0.0
20191101:2310,0.0,0.0,0.0,0.0,0.0,8.38,0.48,0.0
20191102:0010,0.0,0.0,0.0,0.0,0.0,8.14,0.41,0.0
20191102:0110,0.0,0.0,0.0,0.0,0.0,8.05,0.34,0.0
20191102:0210,0.0,0.0,0.0,0.0,0.0,7.86,0.28,0.0
20191102:0310,0.0,0.0,0.0,0.0,0.0,7.69,0.28,0.0
20191102:0410,0.0,0.0,0.0,0.0,0.0,7.63,0.34,0.0
20191102:0510,0.0,0.0,0.0,0.0,0.0,7.58,0.21,0.0
20191102:0610,0.0,0.0,0.0,0.0,0.0,7.49,0.07,0.0
20191102:0710,3599.5,73.99,71.74,2.15,8.99,7.29,0.34,0.0
20191102:0810,2443.16,6.65,95.94,2.71,17.39,7.68,0.34,0.0
20191102:0910,3215.96,3.99,126.11,3.54,24.14,8.1,0.34,0.0
20191102:1010,5100.0,19.07,177.33,5.08,28.61,8.47,0.41,0.0
20191102:1110,3024.5,0.0,123.69,3.44,30.26,8.74,0.48,0.0
20191102:1210,3702.05,1.89,145.92,4.08,28.85,9.23,0.62,0.0
20191102:1310,5634.36,43.28,172.24,5.08,24.57,9.48,0.83,0.0
20191102:1410,1599.25,0.0,72.81,2.03,17.98,9.56,0.9,0.0
20191102:1510,1425.58,11.07,55.68,1.59,9.69,9.52,0.83,0.0
20191102:1610,0.0,0.0,0.0,0.0,0.0,9.5,0.76,0.0
20191102:1710,0.0,0.0,0.0,0.0,0.0,9.41,0.76,0.0
20191102:1810,0.0,0.0,0.0,0.0,0.0,9.32,0.55,0.0
20191102:1910,0.0,0.0,0.0,0.0,0.0,8.59,0.62,0.0
20191102:2010,0.0,0.0,0.0,0.0,0.0,8.55,0.48,0.0
20191102:2110,0.0,0.0,0.0,0.0,0.0,8.51,0.62,0.0
20191102:2210,0.0,0.0,0.0,0.0,0.0,8.59,1.03,0.0
20191102:2310,0.0,0.0,0.0,0.0,0.0,8.65,0.97,0.0
20191103:0010,0.0,0.0,0.0,0.0,0.0,8.71,0.83,0.0
20191103:0110,0.0,0.0,0.0,0.0,0.0,8.68,0.62,0.0
20191103:0210,0.0,0.0,0.0,0.0,0.0,8.66,0.34,0.0
20191103:0310,0.0,0.0,0.0,0.0,0.0,8.66,0.28,0.0
20191103:0410,0.0,0.0,0.0,0.0,0.0,8.55,0.21,0.0
20191103:0510,0.0,0.0,0.0,0.0,0.0,8.45,0.34,0.0
20191103:0610,0.0,0.0,0.0,0.0,0.0,8.4,0.62,0.0
20191103:0710,746.44,3.04,37.31,1.05,8.74,7.81,0.83,0.0
20191103:0810,2343.78,6.74,92.42,2.61,17.12,8.08,0.62,0.0
20191103:0910,13349.29,288.13,206.04,7.64,23.84,8.39,0.9,0.0
20191103:1010,1319.85,0.0,62.28,1.73,28.3,8.86,1.17,0.0
20191103:1110,1818.0,0.0,80.71,2.25,29.95,9.31,0.97,0.0
20191103:1210,1313.5,0.0,62.28,1.73,28.54,9.7,0.69,0.0
20191103:1310,1713.55,0.0,77.2,2.15,24.29,10.09,0.55,0.0
20191103:1410,10545.76,244.37,152.34,5.66,17.72,9.93,0.14,0.0
20191103:1510,6450.96,169.94,81.98,2.86,9.44,10.11,0.48,0.0
20191103:1610,0.0,0.0,0.0,0.0,0.0,9.71,0.97,0.0
20191103:1710,0.0,0.0,0.0,0.0,0.0,8.71,0.76,0.0
20191103:1810,0.0,0.0,0.0,0.0,0.0,7.55,1.1,0.0
20191103:1910,0.0,0.0,0.0,0.0,0.0,7.47,1.17,0.0
20191103:2010,0.0,0.0,0.0,0.0,0.0,6.83,1.1,0.0
20191103:2110,0.0,0.0,0.0,0.0,0.0,6.12,1.03,0.0
20191103:2210,0.0,0.0,0.0,0.0,0.0,6.01,0.83,0.0
20191103:2310,0.0,0.0,0.0,0.0,0.0,5.72,0.9,0.0
20191104:0010,0.0,0.0,0.0,0.0,0.0,4.93,1.1,0.0
20191104:0110,0.0,0.0,0.0,0.0,0.0,4.53,1.17,0.0
20191104:0210,0.0,0.0,0.0,0.0,0.0,4.52,1.1,0.0
20191104:0310,0.0,0.0,0.0,0.0,0.0,4.52,1.03,0.0
20191104:0410,0.0,0.0,0.0,0.0,0.0,4.14,1.17,0.0
20191104:0510,0.0,0.0,0.0,0.0,0.0,4.27,1.03,0.0
20191104:0610,0.0,0.0,0.0,0.0,0.0,5.07,0.76,0.0
20191104:0710,3175.0,62.33,66.83,1.95,8.49,5.14,0.97,0.0
20191104:0810,10887.39,254.84,147.22,5.47,16.85,7.26,0.76,0.0
20191104:0910,17440.59,500.38,168.98,8.84,23.55,10.37,0.21,0.0
20191104:1010,22061.49,751.74,131.15,11.5,28.0,12.49,0.21,0.0
20191104:1110,23357.84,802.73,129.55,12.28,29.64,13.91,0.97,0.0
20191104:1210,22539.01,766.06,126.67,11.67,28.24,14.69,1.24,0.0
20191104:1310,19991.07,661.26,117.33,9.84,24.0,14.56,1.31,0.0
20191104:1410,14941.23,468.36,105.66,6.76,17.45,14.37,0.97,0.0
20191104:1510,8799.83,275.45,70.48,3.27,9.2,13.97,0.76,0.0
20191104:1610,0.0,0.0,0.0,0.0,0.0,12.85,0.62,0.0
20191104:1710,0.0,0.0,0.0,0.0,0.0,12.08,0.48,0.0
20191104:1810,0.0,0.0,0.0,0.0,0.0,11.48,0.28,0.0
20191104:1910,0.0,0.0,0.0,0.0,0.0,11.1,0.69,0.0
